Year,Month,usg_apt_id,usg_apt,usg_wac,fg_apt_id,fg_apt,fg_wac,airlineid,carrier,carriergroup,type,Scheduled,Charter,Total
2016,1,10135,ABE,23,16217,YUL,941,20448,S5,1,Passengers,48,0,48
2016,1,10158,ACY,21,16078,YHM,936,21477,1AQ,1,Passengers,28,0,28
2016,1,10185,AEX,72,14677,SAL,118,21161,09Q,1,Passengers,0,141,141
2016,1,10185,AEX,72,14677,SAL,118,20310,K8,1,Passengers,0,75,75
2016,1,10185,AEX,72,14739,SDQ,224,20310,K8,1,Passengers,0,139,139
2016,1,10299,ANC,1,13744,NRT,736,19531,AC,0,Passengers,205,0,205
2016,1,10299,ANC,1,14309,PVG,713,19977,UA,1,Passengers,258,0,258
2016,1,10299,ANC,1,16229,YVR,906,19531,AC,0,Passengers,205,0,205
2016,1,10299,ANC,1,16229,YVR,906,19977,UA,1,Passengers,127,0,127
2016,1,10325,APA,82,16229,YVR,906,21439,14Q,0,Passengers,0,12,12
2016,1,10329,APF,33,16271,YYZ,936,21437,13Q,0,Passengers,0,4,4
2016,1,10372,ASE,82,16257,YYC,916,21437,13Q,0,Passengers,0,9,9
2016,1,10397,ATL,34,10292,AMS,461,19790,DL,1,Passengers,32001,0,32001
2016,1,10397,ATL,34,10292,AMS,461,19551,KL,0,Passengers,27683,0,27683
2016,1,10397,ATL,34,10312,ANU,206,19790,DL,1,Passengers,2060,0,2060
2016,1,10397,ATL,34,10411,AUA,277,19790,DL,1,Passengers,11218,0,11218
2016,1,10397,ATL,34,10411,AUA,277,19393,WN,1,Passengers,26,0,26
2016,1,10397,ATL,34,10521,BDA,207,19790,DL,1,Passengers,3870,0,3870
2016,1,10397,ATL,34,10575,BGI,205,19790,DL,1,Passengers,2077,0,2077
2016,1,10397,ATL,34,10638,BJX,148,20366,EV,1,Passengers,3999,0,3999
2016,1,10397,ATL,34,10711,BOG,327,19790,DL,1,Passengers,10333,0,10333
2016,1,10397,ATL,34,10717,BON,260,19790,DL,1,Passengers,2994,0,2994
2016,1,10397,ATL,34,10752,BRU,409,19790,DL,1,Passengers,5912,0,5912
2016,1,10397,ATL,34,10846,BZE,106,19790,DL,1,Passengers,10226,0,10226
2016,1,10397,ATL,34,10911,CCS,388,19790,DL,1,Passengers,1224,0,1224
2016,1,10397,ATL,34,10920,CDG,427,19532,AF,0,Passengers,36829,0,36829
2016,1,10397,ATL,34,10920,CDG,427,19790,DL,1,Passengers,20655,0,20655
2016,1,10397,ATL,34,11164,CTG,327,19790,DL,1,Passengers,2688,0,2688
2016,1,10397,ATL,34,11032,CUN,148,19790,DL,1,Passengers,54969,0,54969
2016,1,10397,ATL,34,11032,CUN,148,19393,WN,1,Passengers,7103,0,7103
2016,1,10397,ATL,34,11244,CZM,148,19790,DL,1,Passengers,7314,0,7314
2016,1,10397,ATL,34,11244,CZM,148,20366,EV,1,Passengers,418,0,418
2016,1,10397,ATL,34,11444,DUS,429,19790,DL,1,Passengers,5526,0,5526
2016,1,10397,ATL,34,11455,DXB,678,19790,DL,1,Passengers,8371,0,8371
2016,1,10397,ATL,34,11534,ELH,204,20366,EV,1,Passengers,861,0,861
2016,1,10397,ATL,34,11625,EZE,303,19790,DL,1,Passengers,14102,0,14102
2016,1,10397,ATL,34,11651,FCO,450,19790,DL,1,Passengers,10563,0,10563
2016,1,10397,ATL,34,11731,FPO,204,19790,DL,1,Passengers,975,0,975
2016,1,10397,ATL,34,11731,FPO,204,20366,EV,1,Passengers,2558,0,2558
2016,1,10397,ATL,34,11760,FRA,429,19790,DL,1,Passengers,11823,0,11823
2016,1,10397,ATL,34,11760,FRA,429,19554,LH,0,Passengers,10834,0,10834
2016,1,10397,ATL,34,11868,GCM,233,19790,DL,1,Passengers,9597,0,9597
2016,1,10397,ATL,34,11868,GCM,233,20366,EV,1,Passengers,421,0,421
2016,1,10397,ATL,34,11874,GDL,148,19790,DL,1,Passengers,10394,0,10394
2016,1,10397,ATL,34,11907,GGT,204,19790,DL,1,Passengers,1103,0,1103
2016,1,10397,ATL,34,11907,GGT,204,20366,EV,1,Passengers,2040,0,2040
2016,1,10397,ATL,34,11915,GIG,316,19790,DL,1,Passengers,15750,0,15750
2016,1,10397,ATL,34,11950,GND,273,19790,DL,1,Passengers,1508,0,1508
2016,1,10397,ATL,34,11988,GRU,316,19790,DL,1,Passengers,16320,0,16320
2016,1,10397,ATL,34,12010,GUA,127,19790,DL,1,Passengers,18037,0,18037
2016,1,10397,ATL,34,12277,ICN,778,19550,KE,0,Passengers,18011,0,18011
2016,1,10397,ATL,34,12520,JNB,562,19790,DL,1,Passengers,14860,0,14860
2016,1,10397,ATL,34,12693,KIN,243,19790,DL,1,Passengers,5464,0,5464
2016,1,10397,ATL,34,12972,LHR,493,19540,BA,0,Passengers,10960,0,10960
2016,1,10397,ATL,34,12972,LHR,493,19790,DL,1,Passengers,17469,0,17469
2016,1,10397,ATL,34,12972,LHR,493,19682,VS,0,Passengers,11004,0,11004
2016,1,10397,ATL,34,12986,LIM,368,19790,DL,1,Passengers,13117,0,13117
2016,1,10397,ATL,34,12990,LIR,110,19790,DL,1,Passengers,15903,0,15903
2016,1,10397,ATL,34,13043,LOS,555,19790,DL,1,Passengers,7278,0,7278
2016,1,10397,ATL,34,13156,MAD,482,19790,DL,1,Passengers,6720,0,6720
2016,1,10397,ATL,34,13165,MAN,493,19682,VS,0,Passengers,11372,0,11372
2016,1,10397,ATL,34,13180,MBJ,243,19790,DL,1,Passengers,27296,0,27296
2016,1,10397,ATL,34,13180,MBJ,243,20366,EV,1,Passengers,3424,0,3424
2016,1,10397,ATL,34,13180,MBJ,243,19393,WN,1,Passengers,200,0,200
2016,1,10397,ATL,34,13218,MDE,327,19790,DL,1,Passengers,6474,0,6474
2016,1,10397,ATL,34,13252,MEX,148,19790,DL,1,Passengers,37066,0,37066
2016,1,10397,ATL,34,13269,MGA,153,19790,DL,1,Passengers,8605,0,8605
2016,1,10397,ATL,34,13289,MHH,204,20366,EV,1,Passengers,952,0,952
2016,1,10397,ATL,34,13514,MTY,148,20366,EV,1,Passengers,10508,0,10508
2016,1,10397,ATL,34,13518,MUC,429,19790,DL,1,Passengers,11954,0,11954
2016,1,10397,ATL,34,13605,NAS,204,19790,DL,1,Passengers,24670,0,24670
2016,1,10397,ATL,34,13744,NRT,736,19790,DL,1,Passengers,17440,0,17440
2016,1,10397,ATL,34,14012,PAP,238,19790,DL,1,Passengers,7704,0,7704
2016,1,10397,ATL,34,14153,PLS,281,19790,DL,1,Passengers,8535,0,8535
2016,1,10397,ATL,34,14153,PLS,281,20366,EV,1,Passengers,830,0,830
2016,1,10397,ATL,34,14286,PTY,162,19790,DL,1,Passengers,8995,0,8995
2016,1,10397,ATL,34,14293,PUJ,224,19790,DL,1,Passengers,24425,0,24425
2016,1,10397,ATL,34,14293,PUJ,224,19393,WN,1,Passengers,6659,0,6659
2016,1,10397,ATL,34,14312,PVR,148,19790,DL,1,Passengers,8834,0,8834
2016,1,10397,ATL,34,14637,RTB,131,19790,DL,1,Passengers,1552,0,1552
2016,1,10397,ATL,34,14677,SAL,118,19790,DL,1,Passengers,8282,0,8282
2016,1,10397,ATL,34,14681,SAP,131,19790,DL,1,Passengers,7118,0,7118
2016,1,10397,ATL,34,14717,SCL,324,19790,DL,1,Passengers,11187,0,11187
2016,1,10397,ATL,34,14739,SDQ,224,19790,DL,1,Passengers,9013,0,9013
2016,1,10397,ATL,34,14832,SJD,148,19790,DL,1,Passengers,9270,0,9270
2016,1,10397,ATL,34,14838,SJO,110,19790,DL,1,Passengers,23211,0,23211
2016,1,10397,ATL,34,14849,SKB,275,19790,DL,1,Passengers,1391,0,1391
2016,1,10397,ATL,34,15013,STI,224,19790,DL,1,Passengers,403,0,403
2016,1,10397,ATL,34,15022,STR,429,19790,DL,1,Passengers,9585,0,9585
2016,1,10397,ATL,34,15084,SXM,264,19790,DL,1,Passengers,10677,0,10677
2016,1,10397,ATL,34,15192,TGU,131,19790,DL,1,Passengers,6544,0,6544
2016,1,10397,ATL,34,15455,UIO,337,19790,DL,1,Passengers,9522,0,9522
2016,1,10397,ATL,34,15513,UVF,276,19790,DL,1,Passengers,9180,0,9180
2016,1,10397,ATL,34,16149,YOW,936,20366,EV,1,Passengers,577,0,577
2016,1,10397,ATL,34,16217,YUL,941,20363,9E,1,Passengers,1708,0,1708
2016,1,10397,ATL,34,16217,YUL,941,19790,DL,1,Passengers,6698,0,6698
2016,1,10397,ATL,34,16217,YUL,941,20366,EV,1,Passengers,7665,0,7665
2016,1,10397,ATL,34,16271,YYZ,936,20363,9E,1,Passengers,1811,0,1811
2016,1,10397,ATL,34,16271,YYZ,936,19790,DL,1,Passengers,26766,39,26805
2016,1,10397,ATL,34,16271,YYZ,936,20366,EV,1,Passengers,5029,0,5029
2016,1,10397,ATL,34,16271,YYZ,936,20206,QK,0,Passengers,10589,0,10589
2016,1,10408,ATW,45,16257,YYC,916,21437,13Q,0,Passengers,0,4,4
2016,1,10423,AUS,74,11032,CUN,148,19977,UA,1,Passengers,207,0,207
2016,1,10423,AUS,74,11032,CUN,148,19393,WN,1,Passengers,7138,0,7138
2016,1,10423,AUS,74,12239,HUX,148,20304,OO,1,Passengers,53,0,53
2016,1,10423,AUS,74,12972,LHR,493,19540,BA,0,Passengers,9714,0,9714
2016,1,10423,AUS,74,12990,LIR,110,19393,WN,1,Passengers,4,0,4
2016,1,10423,AUS,74,14832,SJD,148,19393,WN,1,Passengers,197,0,197
2016,1,10423,AUS,74,14838,SJO,110,19977,UA,1,Passengers,151,0,151
2016,1,10423,AUS,74,16271,YYZ,936,20206,QK,0,Passengers,2968,0,2968
2016,1,10466,AZA,81,12010,GUA,127,21161,09Q,1,Passengers,0,999,999
2016,1,10466,AZA,81,13252,MEX,148,21161,09Q,1,Passengers,0,120,120
2016,1,10466,AZA,81,14677,SAL,118,21161,09Q,1,Passengers,0,32,32
2016,1,10466,AZA,81,14677,SAL,118,20310,K8,1,Passengers,0,130,130
2016,1,10466,AZA,81,14681,SAP,131,21161,09Q,1,Passengers,0,15,15
2016,1,10469,AZO,43,16149,YOW,936,20448,S5,1,Passengers,44,0,44
2016,1,10529,BDL,11,10292,AMS,461,19551,KL,0,Passengers,307,0,307
2016,1,10529,BDL,11,10752,BRU,409,21309,0RQ,0,Passengers,0,2,2
2016,1,10529,BDL,11,11032,CUN,148,20409,B6,1,Passengers,150,0,150
2016,1,10529,BDL,11,11032,CUN,148,19790,DL,1,Passengers,1434,0,1434
2016,1,10529,BDL,11,13156,MAD,482,21309,0RQ,0,Passengers,0,3,3
2016,1,10529,BDL,11,13518,MUC,429,19554,LH,0,Passengers,183,0,183
2016,1,10529,BDL,11,16217,YUL,941,20206,QK,0,Passengers,13,0,13
2016,1,10529,BDL,11,16217,YUL,941,20293,ZX,0,Passengers,838,0,838
2016,1,10529,BDL,11,16271,YYZ,936,21437,13Q,0,Passengers,0,6,6
2016,1,10529,BDL,11,16271,YYZ,936,20293,ZX,0,Passengers,1933,0,1933
2016,1,10540,BED,13,11868,GCM,233,21437,13Q,0,Passengers,0,2,2
2016,1,10540,BED,13,16217,YUL,941,21161,09Q,1,Passengers,0,106,106
2016,1,10540,BED,13,16271,YYZ,936,21161,09Q,1,Passengers,0,41,41
2016,1,10559,BFI,93,13952,OSL,465,21440,15Q,0,Passengers,0,3,3
2016,1,10559,BFI,93,16096,YKA,906,21439,14Q,0,Passengers,0,2,2
2016,1,10559,BFI,93,16115,YLW,906,21439,14Q,0,Passengers,0,7,7
2016,1,10559,BFI,93,16229,YVR,906,21439,14Q,0,Passengers,0,16,16
2016,1,10559,BFI,93,16257,YYC,916,20304,OO,1,Passengers,70,0,70
2016,1,10559,BFI,93,16263,YYJ,906,20272,KAH,1,Passengers,0,3,3
2016,1,10581,BGR,12,10292,AMS,461,19790,DL,1,Passengers,80,0,80
2016,1,10581,BGR,12,13156,MAD,482,19805,AA,1,Passengers,158,0,158
2016,1,10581,BGR,12,14293,PUJ,224,20409,B6,1,Passengers,146,0,146
2016,1,10581,BGR,12,15084,SXM,264,20409,B6,1,Passengers,138,0,138
2016,1,10620,BIL,84,16042,YEG,916,19977,UA,1,Passengers,134,0,134
2016,1,10630,BJC,82,12066,HAM,429,21646,24Q,0,Passengers,0,7,7
2016,1,10666,BLI,93,16229,YVR,906,21439,14Q,0,Passengers,0,8,8
2016,1,10666,BLI,93,16229,YVR,906,21167,CP,1,Passengers,68,0,68
2016,1,10670,BLM,21,16252,YXU,936,21080,04Q,1,Passengers,0,1,1
2016,1,10693,BNA,54,11032,CUN,148,19790,DL,1,Passengers,1005,0,1005
2016,1,10693,BNA,54,16217,YUL,941,20378,YV,1,Passengers,64,0,64
2016,1,10693,BNA,54,16232,YWG,926,21161,09Q,1,Passengers,0,46,46
2016,1,10693,BNA,54,16257,YYC,916,21161,09Q,1,Passengers,0,39,39
2016,1,10693,BNA,54,16271,YYZ,936,21437,13Q,0,Passengers,0,12,12
2016,1,10693,BNA,54,16271,YYZ,936,19531,AC,0,Passengers,174,0,174
2016,1,10693,BNA,54,16271,YYZ,936,20206,QK,0,Passengers,65,0,65
2016,1,10693,BNA,54,16271,YYZ,936,20293,ZX,0,Passengers,3668,0,3668
2016,1,10721,BOS,13,10292,AMS,461,19790,DL,1,Passengers,14388,0,14388
2016,1,10721,BOS,13,10411,AUA,277,20409,B6,1,Passengers,11435,0,11435
2016,1,10721,BOS,13,10517,BCN,482,19790,DL,1,Passengers,231,0,231
2016,1,10721,BOS,13,10521,BDA,207,19790,DL,1,Passengers,4125,0,4125
2016,1,10721,BOS,13,10575,BGI,205,20409,B6,1,Passengers,1302,0,1302
2016,1,10721,BOS,13,10920,CDG,427,19532,AF,0,Passengers,14540,0,14540
2016,1,10721,BOS,13,10920,CDG,427,19790,DL,1,Passengers,6412,0,6412
2016,1,10721,BOS,13,11032,CUN,148,19805,AA,1,Passengers,1361,0,1361
2016,1,10721,BOS,13,11032,CUN,148,20409,B6,1,Passengers,5816,0,5816
2016,1,10721,BOS,13,11032,CUN,148,19790,DL,1,Passengers,3173,0,3173
2016,1,10721,BOS,13,11435,DUB,441,19623,EI,0,Passengers,18938,0,18938
2016,1,10721,BOS,13,11455,DXB,678,20392,EK,0,Passengers,33945,0,33945
2016,1,10721,BOS,13,11455,DXB,678,19977,UA,1,Passengers,152,0,152
2016,1,10721,BOS,13,11651,FCO,450,19539,AZ,0,Passengers,3359,0,3359
2016,1,10721,BOS,13,11654,FDF,252,21579,DY,0,Passengers,2092,0,2092
2016,1,10721,BOS,13,11760,FRA,429,19554,LH,0,Passengers,13260,0,13260
2016,1,10721,BOS,13,11760,FRA,429,19977,UA,1,Passengers,159,0,159
2016,1,10721,BOS,13,11868,GCM,233,20409,B6,1,Passengers,1288,0,1288
2016,1,10721,BOS,13,12143,HKG,729,19779,CX,0,Passengers,8970,0,8970
2016,1,10721,BOS,13,12395,IST,679,19821,TK,0,Passengers,13928,0,13928
2016,1,10721,BOS,13,12651,KEF,439,19546,FI,0,Passengers,9321,0,9321
2016,1,10721,BOS,13,12651,KEF,439,21598,WW,0,Passengers,6389,0,6389
2016,1,10721,BOS,13,12849,KWI,644,19977,UA,1,Passengers,228,0,228
2016,1,10721,BOS,13,12972,LHR,493,19540,BA,0,Passengers,38729,0,38729
2016,1,10721,BOS,13,12972,LHR,493,19790,DL,1,Passengers,5512,0,5512
2016,1,10721,BOS,13,12972,LHR,493,19682,VS,0,Passengers,9423,0,9423
2016,1,10721,BOS,13,12990,LIR,110,20409,B6,1,Passengers,2149,0,2149
2016,1,10721,BOS,13,13180,MBJ,243,19805,AA,1,Passengers,1018,0,1018
2016,1,10721,BOS,13,13180,MBJ,243,20409,B6,1,Passengers,1402,0,1402
2016,1,10721,BOS,13,13252,MEX,148,19534,AM,0,Passengers,4176,0,4176
2016,1,10721,BOS,13,13518,MUC,429,19554,LH,0,Passengers,11526,0,11526
2016,1,10721,BOS,13,13605,NAS,204,20409,B6,1,Passengers,1879,0,1879
2016,1,10721,BOS,13,13744,NRT,736,19548,JL,0,Passengers,9323,0,9323
2016,1,10721,BOS,13,14051,PDL,469,20360,S4,0,Passengers,4983,0,4983
2016,1,10721,BOS,13,14066,PEK,713,21271,HU,0,Passengers,6915,0,6915
2016,1,10721,BOS,13,14153,PLS,281,19805,AA,1,Passengers,1165,0,1165
2016,1,10721,BOS,13,14153,PLS,281,20409,B6,1,Passengers,2752,0,2752
2016,1,10721,BOS,13,14153,PLS,281,19790,DL,1,Passengers,215,0,215
2016,1,10721,BOS,13,14207,POP,224,20409,B6,1,Passengers,1320,0,1320
2016,1,10721,BOS,13,14278,PTP,235,21579,DY,0,Passengers,2045,0,2045
2016,1,10721,BOS,13,14286,PTY,162,19770,CM,0,Passengers,7038,0,7038
2016,1,10721,BOS,13,14293,PUJ,224,19805,AA,1,Passengers,1122,0,1122
2016,1,10721,BOS,13,14293,PUJ,224,20409,B6,1,Passengers,3869,0,3869
2016,1,10721,BOS,13,14309,PVG,713,21271,HU,0,Passengers,5217,0,5217
2016,1,10721,BOS,13,14739,SDQ,224,20409,B6,1,Passengers,7978,0,7978
2016,1,10721,BOS,13,14918,SNN,441,19623,EI,0,Passengers,5120,0,5120
2016,1,10721,BOS,13,15013,STI,224,20409,B6,1,Passengers,5759,0,5759
2016,1,10721,BOS,13,15084,SXM,264,20409,B6,1,Passengers,3497,0,3497
2016,1,10721,BOS,13,15084,SXM,264,21568,VJT,0,Passengers,0,14,14
2016,1,10721,BOS,13,15174,TER,469,20360,S4,0,Passengers,0,1577,1577
2016,1,10721,BOS,13,15258,TLV,636,19558,LY,0,Passengers,3959,0,3959
2016,1,10721,BOS,13,15513,UVF,276,20409,B6,1,Passengers,1306,0,1306
2016,1,10721,BOS,13,15604,VKO,475,21160,SVW,0,Passengers,0,5,5
2016,1,10721,BOS,13,16085,YHZ,951,20366,EV,1,Passengers,42,0,42
2016,1,10721,BOS,13,16085,YHZ,951,20206,QK,0,Passengers,1972,0,1972
2016,1,10721,BOS,13,16149,YOW,936,20303,NLQ,0,Passengers,0,103,103
2016,1,10721,BOS,13,16149,YOW,936,20206,QK,0,Passengers,1140,0,1140
2016,1,10721,BOS,13,16215,YTZ,936,21226,PD,0,Passengers,9156,0,9156
2016,1,10721,BOS,13,16217,YUL,941,19531,AC,0,Passengers,0,48,48
2016,1,10721,BOS,13,16217,YUL,941,20206,QK,0,Passengers,6463,0,6463
2016,1,10721,BOS,13,16271,YYZ,936,19531,AC,0,Passengers,2152,77,2229
2016,1,10721,BOS,13,16271,YYZ,936,21611,RS,0,Passengers,19214,0,19214
2016,1,10721,BOS,13,16321,ZRH,486,20233,LX,0,Passengers,10133,0,10133
2016,1,10747,BRO,74,12010,GUA,127,21161,09Q,1,Passengers,0,404,404
2016,1,10747,BRO,74,12010,GUA,127,20310,K8,1,Passengers,0,599,599
2016,1,10747,BRO,74,12051,GYE,337,21161,09Q,1,Passengers,0,77,77
2016,1,10747,BRO,74,14681,SAP,131,21161,09Q,1,Passengers,0,454,454
2016,1,10785,BTV,16,13094,LTN,493,21440,15Q,0,Passengers,0,4,4
2016,1,10785,BTV,16,16215,YTZ,936,21226,PD,0,Passengers,547,0,547
2016,1,10785,BTV,16,16217,YUL,941,20237,AX,1,Passengers,46,0,46
2016,1,10785,BTV,16,16217,YUL,941,20366,EV,1,Passengers,47,0,47
2016,1,10792,BUF,22,16149,YOW,936,19790,DL,1,Passengers,0,47,47
2016,1,10792,BUF,22,16149,YOW,936,21650,EE,1,Passengers,0,46,46
2016,1,10792,BUF,22,16271,YYZ,936,21437,13Q,0,Passengers,0,2,2
2016,1,10800,BUR,91,12900,LBG,427,21352,0WQ,1,Passengers,0,4,4
2016,1,10821,BWI,32,10411,AUA,277,19393,WN,1,Passengers,6915,0,6915
2016,1,10821,BWI,32,11032,CUN,148,19930,AS,1,Passengers,0,935,935
2016,1,10821,BWI,32,11032,CUN,148,19790,DL,1,Passengers,906,0,906
2016,1,10821,BWI,32,11032,CUN,148,19393,WN,1,Passengers,14240,0,14240
2016,1,10821,BWI,32,11654,FDF,252,21579,DY,0,Passengers,2009,0,2009
2016,1,10821,BWI,32,12651,KEF,439,21598,WW,0,Passengers,6243,0,6243
2016,1,10821,BWI,32,12972,LHR,493,19540,BA,0,Passengers,8869,0,8869
2016,1,10821,BWI,32,12990,LIR,110,19393,WN,1,Passengers,1048,0,1048
2016,1,10821,BWI,32,13180,MBJ,243,19393,WN,1,Passengers,9504,0,9504
2016,1,10821,BWI,32,13605,NAS,204,19393,WN,1,Passengers,5848,0,5848
2016,1,10821,BWI,32,14278,PTP,235,21579,DY,0,Passengers,1609,0,1609
2016,1,10821,BWI,32,14293,PUJ,224,19393,WN,1,Passengers,7823,0,7823
2016,1,10821,BWI,32,14293,PUJ,224,20207,XP,1,Passengers,0,1085,1085
2016,1,10821,BWI,32,14832,SJD,148,19393,WN,1,Passengers,1029,0,1029
2016,1,10821,BWI,32,14838,SJO,110,19393,WN,1,Passengers,7748,0,7748
2016,1,10821,BWI,32,16271,YYZ,936,20206,QK,0,Passengers,869,0,869
2016,1,10821,BWI,32,16271,YYZ,936,20293,ZX,0,Passengers,4537,0,4537
2016,1,11042,CLE,44,11032,CUN,148,20436,F9,1,Passengers,7905,0,7905
2016,1,11042,CLE,44,11032,CUN,148,20402,GL,1,Passengers,0,77,77
2016,1,11042,CLE,44,11032,CUN,148,19977,UA,1,Passengers,1899,0,1899
2016,1,11042,CLE,44,14293,PUJ,224,20310,K8,1,Passengers,0,80,80
2016,1,11042,CLE,44,14293,PUJ,224,20405,N8,1,Passengers,0,80,80
2016,1,11042,CLE,44,14293,PUJ,224,20207,XP,1,Passengers,0,1549,1549
2016,1,11042,CLE,44,16271,YYZ,936,19790,DL,1,Passengers,0,44,44
2016,1,11042,CLE,44,16271,YYZ,936,20206,QK,0,Passengers,4779,0,4779
2016,1,11057,CLT,36,10312,ANU,206,19805,AA,1,Passengers,1001,0,1001
2016,1,11057,CLT,36,10411,AUA,277,19805,AA,1,Passengers,9279,0,9279
2016,1,11057,CLT,36,10575,BGI,205,19805,AA,1,Passengers,846,0,846
2016,1,11057,CLT,36,10846,BZE,106,19805,AA,1,Passengers,918,0,918
2016,1,11057,CLT,36,11032,CUN,148,21645,23Q,1,Passengers,0,276,276
2016,1,11057,CLT,36,11032,CUN,148,20007,5Y,1,Passengers,0,889,889
2016,1,11057,CLT,36,11032,CUN,148,19805,AA,1,Passengers,28256,0,28256
2016,1,11057,CLT,36,11032,CUN,148,20207,XP,1,Passengers,0,144,144
2016,1,11057,CLT,36,11185,CUR,262,21411,7I,0,Passengers,332,0,332
2016,1,11057,CLT,36,11185,CUR,262,19805,AA,1,Passengers,827,0,827
2016,1,11057,CLT,36,11244,CZM,148,19805,AA,1,Passengers,1132,0,1132
2016,1,11057,CLT,36,11731,FPO,204,19805,AA,1,Passengers,452,0,452
2016,1,11057,CLT,36,11731,FPO,204,20397,OH,1,Passengers,987,0,987
2016,1,11057,CLT,36,11760,FRA,429,19805,AA,1,Passengers,10273,0,10273
2016,1,11057,CLT,36,11868,GCM,233,19805,AA,1,Passengers,9951,0,9951
2016,1,11057,CLT,36,12972,LHR,493,19805,AA,1,Passengers,18862,0,18862
2016,1,11057,CLT,36,12990,LIR,110,19805,AA,1,Passengers,1021,0,1021
2016,1,11057,CLT,36,13180,MBJ,243,19805,AA,1,Passengers,20895,0,20895
2016,1,11057,CLT,36,13252,MEX,148,19805,AA,1,Passengers,6149,0,6149
2016,1,11057,CLT,36,13518,MUC,429,19554,LH,0,Passengers,6959,0,6959
2016,1,11057,CLT,36,13605,NAS,204,19805,AA,1,Passengers,9146,0,9146
2016,1,11057,CLT,36,14153,PLS,281,19805,AA,1,Passengers,9246,0,9246
2016,1,11057,CLT,36,14207,POP,224,19805,AA,1,Passengers,915,0,915
2016,1,11057,CLT,36,14293,PUJ,224,19805,AA,1,Passengers,15424,0,15424
2016,1,11057,CLT,36,14832,SJD,148,19805,AA,1,Passengers,879,0,879
2016,1,11057,CLT,36,14838,SJO,110,19805,AA,1,Passengers,8151,0,8151
2016,1,11057,CLT,36,14849,SKB,275,19805,AA,1,Passengers,1397,0,1397
2016,1,11057,CLT,36,15084,SXM,264,19805,AA,1,Passengers,11056,0,11056
2016,1,11057,CLT,36,15513,UVF,276,19805,AA,1,Passengers,2022,0,2022
2016,1,11057,CLT,36,16217,YUL,941,20046,ZW,1,Passengers,2394,0,2394
2016,1,11057,CLT,36,16271,YYZ,936,19790,DL,1,Passengers,0,41,41
2016,1,11057,CLT,36,16271,YYZ,936,20452,YX,1,Passengers,7990,0,7990
2016,1,11057,CLT,36,16271,YYZ,936,20046,ZW,1,Passengers,2328,0,2328
2016,1,11057,CLT,36,16271,YYZ,936,20293,ZX,0,Passengers,2708,0,2708
2016,1,11066,CMH,44,11032,CUN,148,19790,DL,1,Passengers,1042,0,1042
2016,1,11066,CMH,44,14918,SNN,441,21590,1UQ,0,Passengers,0,5,5
2016,1,11066,CMH,44,16217,YUL,941,19531,AC,0,Passengers,0,53,53
2016,1,11066,CMH,44,16232,YWG,926,19531,AC,0,Passengers,0,44,44
2016,1,11066,CMH,44,16271,YYZ,936,19531,AC,0,Passengers,0,47,47
2016,1,11066,CMH,44,16271,YYZ,936,20206,QK,0,Passengers,3326,0,3326
2016,1,11122,CPR,88,16217,YUL,941,21437,13Q,0,Passengers,0,2,2
2016,1,11122,CPR,88,16271,YYZ,936,21437,13Q,0,Passengers,0,3,3
2016,1,11123,CPS,64,16149,YOW,936,19531,AC,0,Passengers,0,48,48
2016,1,11123,CPS,64,16217,YUL,941,19531,AC,0,Passengers,0,46,46
2016,1,11140,CRP,74,10638,BJX,148,20378,YV,1,Passengers,67,0,67
2016,1,11193,CVG,44,10920,CDG,427,19790,DL,1,Passengers,7676,0,7676
2016,1,11193,CVG,44,11032,CUN,148,19790,DL,1,Passengers,1810,0,1810
2016,1,11193,CVG,44,11032,CUN,148,21351,Y4,0,Passengers,1077,0,1077
2016,1,11193,CVG,44,14293,PUJ,224,19790,DL,1,Passengers,125,0,125
2016,1,11193,CVG,44,14293,PUJ,224,20405,N8,1,Passengers,0,103,103
2016,1,11193,CVG,44,14293,PUJ,224,20207,XP,1,Passengers,0,1072,1072
2016,1,11193,CVG,44,16271,YYZ,936,20363,9E,1,Passengers,539,0,539
2016,1,11193,CVG,44,16271,YYZ,936,20293,ZX,0,Passengers,3088,0,3088
2016,1,11259,DAL,74,10575,BGI,205,21406,CRV,0,Passengers,0,8,8
2016,1,11259,DAL,74,12010,GUA,127,20310,K8,1,Passengers,0,130,130
2016,1,11259,DAL,74,14832,SJD,148,20402,GL,1,Passengers,0,92,92
2016,1,11259,DAL,74,16042,YEG,916,19531,AC,0,Passengers,0,49,49
2016,1,11259,DAL,74,16232,YWG,926,19531,AC,0,Passengers,0,45,45
2016,1,11259,DAL,74,16257,YYC,916,19531,AC,0,Passengers,0,52,52
2016,1,11259,DAL,74,16271,YYZ,936,21161,09Q,1,Passengers,0,39,39
2016,1,11278,DCA,32,13605,NAS,204,20409,B6,1,Passengers,3618,0,3618
2016,1,11278,DCA,32,13605,NAS,204,20452,YX,1,Passengers,1052,0,1052
2016,1,11278,DCA,32,16149,YOW,936,20206,QK,0,Passengers,2186,0,2186
2016,1,11278,DCA,32,16217,YUL,941,20206,QK,0,Passengers,3351,0,3351
2016,1,11278,DCA,32,16271,YYZ,936,21611,RS,0,Passengers,10902,0,10902
2016,1,11278,DCA,32,16271,YYZ,936,20452,YX,1,Passengers,268,0,268
2016,1,11278,DCA,32,16271,YYZ,936,20046,ZW,1,Passengers,3066,0,3066
